schemaObjectKey,schemaObjectType,schemaObjectFormat,schemaObjectNullable,schemaObjectPropertyNames,schemaObjectPropertyCount,schemaObjectPropertyRefCount,schemaObjectPropertyInlineCount,compschemaRequired,compschemaEnum,compsMaybeBool,compschemaAllOf,compschemaAnyOf,compschemaOneOf,compschemaDeprecated,compschemaExclusiveMaximum,compschemaExclusiveMinimum,compschemaReadOnly,compschemaUniqueItems,compschemaWriteOnly,compschemaMaxItems,compschemaMaxLength,compschemaMaxProperties,compschemaMinItems,compschemaMinLength,compschemaMinProperties,compschemaPattern,compschemaDescription,compschemaTitle,compschemaDefault,compschemaExample,compschemaNot,compschemaAdditionalProperties,compschemaDiscriminator,compschemaExternalDocs,compschemaItems,compschemaXml,compschemaMaximum,compschemaMinimum,compschemaMultipleOf
"""Auth_Reminder_Mark_As_Sent_Model""",OpenApiObject,"""""",0,"[""invoice_id"",""reminder_type""]",2,1,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""NavTagItemUpdateModel""",OpenApiObject,"""""",0,"[""order"",""tagId""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMProviderNote_Update_Model""",OpenApiObject,"""""",0,"[""client_id"",""todoList"",""is_link_to_invoice"",""reminder_staff"",""provider_id"",""content"",""reminder_date"",""append"",""id"",""invoice_id"",""is_link_to_client"",""isreminder"",""note_id"",""subject""]",14,0,14,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Chart_Template_Deplicate""",OpenApiObject,"""""",0,"[""id""]",1,0,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Document_Add_Model""",OpenApiObject,"""""",0,"[""title"",""file_extension_name"",""file_size"",""file_path"",""id"",""noteType""]",6,1,5,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Update_Profile_Model""",OpenApiObject,"""""",0,"[""suburb"",""postcode"",""phone"",""street"",""email"",""state_id""]",6,0,6,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""PrnType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ErrorAnswerInfo""",OpenApiObject,"""""",0,"[""date"",""error_info"",""category""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""TryToMatchDTO""",OpenApiObject,"""""",0,"[""fund_File_Item_Ids"",""claim_Item_Result_Ids""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMNoteStatus""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMApplicantNote_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientContact_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Claim_Upload_Result_Model""",OpenApiObject,"""""",0,"[""claim_id"",""temp_file_id"",""file_name""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Client_Standing_Authority_Add_Model""",OpenApiObject,"""""",0,"[""client_id"",""request_by_date"",""request_by"",""is_enabled"",""request_type"",""valid_months"",""is_limit"",""limit_amount"",""request_by_time"",""request_by_name"",""notes""]",11,1,10,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""MiscAdjustmentType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientStatementStatusType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""5"",""10"",""30"",""40""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ProxyLoginStaffModel""",OpenApiObject,"""""",0,"[""client_id"",""vendor_id"",""staff_id"",""sc_id""]",4,0,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""AssignTagToClientDTO""",OpenApiObject,"""""",0,"[""tagIds"",""clientIds""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""SupportCoordinator_User_Update_Account_Details_Model""",OpenApiObject,"""""",0,"[""status"",""username"",""support_coordinator_id""]",3,1,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientPlanSupportItem_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""StaffRole_Permissions""",OpenApiObject,"""""",0,"[""features""]",1,0,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Bcc_Receipt""",OpenApiObject,"""""",0,"[""email""]",1,0,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Support_Area_Item""",OpenApiObject,"""""",0,"[""support_area_id"",""amount"",""management_type""]",3,1,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""QueryHighRiskModel""",OpenApiObject,"""""",0,"[""ndiS_Support_Item_Ids""]",1,0,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Client_InvoiceItem_Add_Model""",OpenApiObject,"""""",0,"[""support_end_date"",""support_start_date"",""ndis_support_item_id"",""unit_price"",""gst"",""invoice_id"",""quantity""]",7,0,7,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Phone_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""InvoiceDocument_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""EmailTemplate_Update_Model""",OpenApiObject,"""""",0,"[""help_text"",""parameters"",""email_template_type"",""subject"",""email_content""]",5,1,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CommEmailTemplate_Update_Model""",OpenApiObject,"""""",0,"[""parameters"",""is_Auth_Only"",""id"",""template_Type"",""is_Login_Email"",""template_Name"",""subject"",""email_Content""]",8,0,8,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""PaymentBatchStatusType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""100"",""200"",""999""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""UpdateItemModel""",OpenApiObject,"""""",0,"[""support_item_id"",""support_end_date"",""invoiceItemId"",""support_start_date"",""invoice_Type"",""clientId""]",6,1,5,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Staff_Update_Authorise_Record_Model""",OpenApiObject,"""""",0,"[""date_and_time_authorised"",""authorisation_status"",""invoice_id"",""authorised_by""]",4,1,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientApplication_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""OCRInvoiceRequestStatusType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""-1""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ForwardCommEmailModel""",OpenApiObject,"""""",0,"[""bcc_Recipients"",""clientApplicationId"",""cC_Recipients"",""invoiceId"",""vendorId"",""coordinatorId"",""emailTemplateId"",""recipients"",""attachments"",""clientId"",""subject"",""email_Content"",""commEmailTemplateId""]",13,0,13,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Other_Fund_Item""",OpenApiObject,"""""",0,"[""fund_amount"",""id"",""fund_date"",""fund_type"",""description""]",5,1,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""SystemSupportLimitation_Update_Item""",OpenApiObject,"""""",0,"[""spend_limit"",""id"",""limit_type""]",3,1,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""EmailMulitUpdateTagModel""",OpenApiObject,"""""",0,"[""tagList"",""emailIdList"",""isAllEmail"",""isRemove""]",4,0,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMNoteReminderType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""4"",""5""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""SmsTemplate_Update_Model""",OpenApiObject,"""""",0,"[""smS_Content"",""id"",""template_Type"",""template_Name"",""subject""]",5,0,5,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""PhoneContactSourceType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""StaffAccount_Update_Details_Model""",OpenApiObject,"""""",0,"[""credential_level_id"",""status"",""staff_id"",""username"",""role""]",5,2,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""AddLogonHourItemModel""",OpenApiObject,"""""",0,"[""start_hours"",""end_hours"",""logonHours_setting_type"",""week""]",4,4,0,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientStatement_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ABNNotAvailableReasonType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""4""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""VendorType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""FIFO_Invoice_Creation_Log_Model""",OpenApiObject,"""""",0,"[""errorMsg"",""connectorId"",""end_Datetime"",""reasons"",""created_Time"",""created_By"",""updated_By"",""invoice_Create_Datetime"",""invoice_Id"",""id"",""email_Id"",""creation_Status"",""open_Datetime"",""updated_Time"",""staffId"",""creation_Method"",""is_QuickUpload"",""email_Opener"",""tag_Id""]",19,2,17,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMNote_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9"",""10"",""11""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Invoice_ListParameter""",OpenApiObject,"""""",0,"[""claim_status"",""service_start_date"",""invoice_date"",""staff_id_list"",""date_and_time_submited"",""list_waiting_authorisation_invoices"",""client_id"",""standing_authority_status"",""start_date"",""date_and_time_uploaded_end"",""created_time"",""plan_manager_staff_id"",""last_date_and_time_submitted_for_claim"",""authorisation_status_list"",""page"",""date_and_time_uploaded_start"",""status"",""order_By"",""date_and_time_authorised"",""invoice_total"",""uploaded_by"",""ready_to_be_paid"",""created_by"",""include60days"",""isExport"",""current_user_id"",""updated_by"",""authorisation_status"",""is_has_notes"",""show_only_onhold"",""vendor_id_list"",""vendor_id"",""plan_manager_staff_id_list"",""client_ndis_no"",""has_claim_error"",""client_plan_id"",""id"",""claim_status_list"",""list_all"",""tagIds"",""staff_id"",""onhold_types"",""invoice_number"",""is_deleted"",""client_id_list"",""date_paid"",""keyword"",""variance"",""date_and_time_uploaded"",""updated_time"",""authorised_by"",""creation_method"",""page_size"",""submit_id"",""invoice_number_for_ndis"",""status_list"",""service_end_date"",""notes"",""end_date""]",59,6,53,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRMClientNote_Add_Model""",OpenApiObject,"""""",0,"[""client_id"",""todoList"",""is_link_to_invoice"",""reminder_staff"",""provider_id"",""content"",""reminder_date"",""append"",""id"",""invoice_id"",""is_link_to_provider"",""is_link_to_sc"",""sc_id"",""isreminder"",""note_id"",""subject""]",16,0,16,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""TransferPlanManagerModel""",OpenApiObject,"""""",0,"[""t_Id"",""clientId"",""o_Id""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Phone_CallHistory_AppendNote""",OpenApiObject,"""""",0,"[""id"",""note""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""InvoiceItemClaimStatusType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""100"",""200"",""300"",""900"",""-50""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""PermissionFeatureType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9"",""10"",""11"",""12"",""13"",""14"",""15"",""16"",""17"",""18"",""19"",""20"",""21"",""22"",""23"",""24"",""25"",""30"",""99"",""100"",""101"",""201"",""302"",""401"",""402""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Update_Personal_Setting_Model""",OpenApiObject,"""""",0,"[""staff_id"",""tokenActiveExpiredMinutes"",""noActionTokenExpiredMinutes""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Vendor_Add_Model""",OpenApiObject,"""""",0,"[""authorised_login_holder_email"",""date_last_checked"",""payment_method"",""auto_create_invoice_from_ai_ocr"",""address_email_contact"",""bank_details_bsb"",""phone"",""address_suburb"",""need_check_bankinfo"",""next_review_date"",""profressional_registration"",""merge_item_for_aiocr"",""bank_details_transfer_reference"",""ndis_provider_no"",""vendor_branch"",""sub_total_as_unit_price"",""vendor_name"",""report_method"",""item_contains_multiple_dates_for_aiocr"",""address_email_for_remittance"",""registration_no"",""bank_details_acc_no"",""stop_submit_only_travel"",""upload_statement_files"",""abn"",""gateway_access"",""registration"",""address_street"",""need_check_duplicated_email"",""vendor_type"",""ndis_is_registered"",""document_for_aiocr_columns"",""authorised_login_holder_position"",""bank_details_account_name"",""do_not_auto_create_if_invoice_has_the_specify_words"",""address_state_id"",""authorised_login_holder_phone"",""authorised_login_holder_name"",""other_registration"",""document_for_aiocr"",""auto_submit_invoice_from_ai_ocr"",""unit_price_based_on_qty_and_subtotal"",""notes"",""use_invoice_date_as_support_date"",""address_postcode""]",45,4,41,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CancelInvoiceItemDetailModel""",OpenApiObject,"""""",0,"[""client_name"",""ndis_no"",""payment_request_number"",""abn"",""client_ndis_no"",""unit_price"",""id"",""quantity"",""ndis_amount"",""link"",""invoice_number_for_ndis""]",11,0,11,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Update_Signature_Model""",OpenApiObject,"""""",0,"[""signature""]",1,0,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""UserLoginResultType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""4""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""EmailConnector_Update_RuleModel""",OpenApiObject,"""""",0,"[""items"",""emailConnectorId""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Save_Split_Model""",OpenApiObject,"""""",0,"[""is_draft"",""date"",""note"",""cache_id""]",4,0,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""InvoiceQuickUploadStatusType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Vendor_Invoice_Update_Model""",OpenApiObject,"""""",0,"[""invoice_date"",""client_id"",""invoice_total"",""client_ndis_no"",""id"",""invoice_number""]",6,0,6,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Invoice_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientApplication_Update_Model""",OpenApiObject,"""""",0,"[""middle_name"",""can_receive_communication"",""register_method"",""phone"",""date_of_birth"",""referral_source"",""address_suburb"",""email"",""special_consideration"",""status"",""ndis_no"",""referral"",""last_name"",""id"",""first_name"",""preferred_name"",""address_street"",""no_address"",""no_email"",""mobile"",""address_state_id"",""notes"",""title_id"",""address_postcode""]",24,3,21,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""UpdateHighRiskSupportItemModel""",OpenApiObject,"""""",0,"[""ndiS_Support_Item_Id"",""warning""]",2,0,2,"[""ndiS_Support_Item_Id"",""warning""]",[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CommandExecuteResult""",OpenApiObject,"""""",0,"[""resultVal"",""messages"",""success"",""domainModelId"",""errors""]",5,1,4,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""StaffRoleDefine_Update_Model""",OpenApiObject,"""""",0,"[""role_name"",""permissions"",""id"",""notes""]",4,1,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Invoice_Quick_Upload_Status_Model""",OpenApiObject,"""""",0,"[""status"",""id""]",2,1,1,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientPlanSupportAreaAmountSpent_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""CRM_Invoice_Type""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""4""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""QuickTagUpdateItem""",OpenApiObject,"""""",0,"[""tag_name"",""ids"",""tag_id""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""AIOCRRequestDTO""",OpenApiObject,"""""",0,"[""suggest"",""id""]",2,0,2,"[""id"",""suggest""]",[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""StaffAccount_Update_Password_Model""",OpenApiObject,"""""",0,"[""staff_id"",""password""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""EmailRule_Add_Model""",OpenApiObject,"""""",0,"[""emailFolderId"",""ruleName"",""terminateIfMatch"",""emailTemplateId"",""ruleType"",""isAIOCRCriteria"",""move_connector"",""emailStatus"",""emailConnectorIds"",""expressions"",""tagId""]",11,2,9,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""SupportCoordinatorStatusType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""StandingAuthority_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""4"",""5"",""6"",""7"",""8"",""9"",""10""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""VendorDomainUpdateModel""",OpenApiObject,"""""",0,"[""domain_name"",""id"",""description""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Update_Support_Coordinator_Password_Model""",OpenApiObject,"""""",0,"[""old_password"",""password""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""Vendor_Update_Model""",OpenApiObject,"""""",0,"[""authorised_login_holder_email"",""date_last_checked"",""payment_method"",""process_payment_individually"",""auto_create_invoice_from_ai_ocr"",""address_email_contact"",""bank_details_bsb"",""phone"",""address_suburb"",""need_check_bankinfo"",""next_review_date"",""profressional_registration"",""merge_item_for_aiocr"",""bank_details_transfer_reference"",""ndis_provider_no"",""vendor_branch"",""vendor_name"",""report_method"",""address_email_for_remittance"",""registration_no"",""bank_details_acc_no"",""abn"",""gateway_access"",""id"",""tagIds"",""registration"",""address_street"",""need_check_duplicated_email"",""vendor_type"",""ndis_is_registered"",""authorised_login_holder_position"",""bank_details_account_name"",""address_state_id"",""authorised_login_holder_phone"",""authorised_login_holder_name"",""other_registration"",""document_for_aiocr"",""auto_submit_invoice_from_ai_ocr"",""notes"",""address_postcode""]",40,4,36,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientPlan_Add_Model""",OpenApiObject,"""""",0,"[""claim_Limit"",""client_id"",""ndis_client_plan_id"",""plan_end_date"",""plan_start_date"",""is_manually"",""ndis_price_type_Id""]",7,0,7,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""EmailConnector_Update_Model""",OpenApiObject,"""""",0,"[""isShowStandingAuthorityDetails"",""isBulkOCR"",""isAIOCR"",""dailyAutoReplyMaxCount"",""isCreateInvoiceByBody"",""port"",""description"",""userName"",""poP3"",""isShowAuthorizedWindow"",""isCreateInvoiceByAttachment"",""emailConnectorId"",""name"",""password"",""emailAddress"",""isCreateBlankInvoice""]",16,0,16,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""VendorAttachment_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1""]",1,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""FundTypeEnum""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""RemoveTagToInvoiceDTO""",OpenApiObject,"""""",0,"[""invoiceIds"",""tagIds""]",2,0,2,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""SystemSupportLimitation_Add_Item""",OpenApiObject,"""""",0,"[""spend_limit"",""ndis_support_item_id"",""group_id"",""limit_type""]",4,1,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""InvoiceDocument_Add_Model_For_Client""",OpenApiObject,"""""",0,"[""temp_file_id"",""file_name"",""invoice_id""]",3,0,3,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""ClientApplication_Plan_Update_Model""",OpenApiObject,"""""",0,"[""plan_consumables"",""plan_daily_activity"",""plan_transport"",""plan_end_date"",""plan_start_date"",""id"",""plan_participation""]",7,0,7,[],[],0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""VendorUploadClaimStatus""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
"""NDISSupportItem_QueryOrderByType""",OpenApiInteger,"""int32""",0,[],0,0,0,[],"[""0"",""1"",""2"",""3"",""4""]",0,[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,"""""","""""","""""",Null,Null,,,,,,,,,
