sp_Object,sp_Property,sp_Reference,sp_Type,sp_Format,sp_Nullable,sp_Reqd,sp_Enum,sp_Props
"""CRMClientNote_Add_Model""","""subject""","""""",String,"""""",1,[],[],fromList []
"""TransferPlanManagerModel""","""t_Id""","""""",String,"""uuid""",1,[],[],fromList []
"""TransferPlanManagerModel""","""clientId""","""""",String,"""uuid""",1,[],[],fromList []
"""TransferPlanManagerModel""","""o_Id""","""""",String,"""uuid""",1,[],[],fromList []
"""Phone_CallHistory_AppendNote""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Phone_CallHistory_AppendNote""","""note""","""""",String,"""""",1,[],[],fromList []
"""Update_Personal_Setting_Model""","""staff_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Update_Personal_Setting_Model""","""tokenActiveExpiredMinutes""","""""",Integer,"""int32""",0,[],[],fromList []
"""Update_Personal_Setting_Model""","""noActionTokenExpiredMinutes""","""""",Integer,"""int32""",0,[],[],fromList []
"""Vendor_Add_Model""","""authorised_login_holder_email""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""date_last_checked""","""""",String,"""date-time""",1,[],[],fromList []
"""Vendor_Add_Model""","""payment_method""","""PaymentMethodType""",Null,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""auto_create_invoice_from_ai_ocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""address_email_contact""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""bank_details_bsb""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""phone""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""address_suburb""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""need_check_bankinfo""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""next_review_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Vendor_Add_Model""","""profressional_registration""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""merge_item_for_aiocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""bank_details_transfer_reference""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""ndis_provider_no""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""vendor_branch""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""sub_total_as_unit_price""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""vendor_name""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""report_method""","""ReportMethodType""",Null,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""item_contains_multiple_dates_for_aiocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""address_email_for_remittance""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""registration_no""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""bank_details_acc_no""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""stop_submit_only_travel""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""upload_statement_files""","""""",Array,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""abn""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""gateway_access""","""""",Boolean,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""registration""","""VendorRegistration""",Null,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""address_street""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""need_check_duplicated_email""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""vendor_type""","""VendorType""",Null,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""ndis_is_registered""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""document_for_aiocr_columns""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""authorised_login_holder_position""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""bank_details_account_name""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""do_not_auto_create_if_invoice_has_the_specify_words""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""address_state_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_Add_Model""","""authorised_login_holder_phone""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""authorised_login_holder_name""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""other_registration""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""document_for_aiocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""auto_submit_invoice_from_ai_ocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""unit_price_based_on_qty_and_subtotal""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Add_Model""","""use_invoice_date_as_support_date""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Add_Model""","""address_postcode""","""""",String,"""""",1,[],[],fromList []
"""CancelInvoiceItemDetailModel""","""client_name""","""""",String,"""""",1,[],[],fromList []
"""CancelInvoiceItemDetailModel""","""ndis_no""","""""",String,"""""",1,[],[],fromList []
"""CancelInvoiceItemDetailModel""","""payment_request_number""","""""",String,"""""",1,[],[],fromList []
"""CancelInvoiceItemDetailModel""","""abn""","""""",String,"""""",1,[],[],fromList []
"""CancelInvoiceItemDetailModel""","""client_ndis_no""","""""",String,"""""",1,[],[],fromList []
"""CancelInvoiceItemDetailModel""","""unit_price""","""""",Number,"""double""",0,[],[],fromList []
"""CancelInvoiceItemDetailModel""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""CancelInvoiceItemDetailModel""","""quantity""","""""",Number,"""double""",0,[],[],fromList []
"""CancelInvoiceItemDetailModel""","""ndis_amount""","""""",Number,"""double""",1,[],[],fromList []
"""CancelInvoiceItemDetailModel""","""link""","""""",String,"""""",1,[],[],fromList []
"""CancelInvoiceItemDetailModel""","""invoice_number_for_ndis""","""""",String,"""""",1,[],[],fromList []
"""Update_Signature_Model""","""signature""","""""",String,"""""",1,[],[],fromList []
"""EmailConnector_Update_RuleModel""","""items""","""""",Array,"""""",1,[],[],fromList []
"""EmailConnector_Update_RuleModel""","""emailConnectorId""","""""",String,"""uuid""",0,[],[],fromList []
"""Save_Split_Model""","""is_draft""","""""",Boolean,"""""",0,[],[],fromList []
"""Save_Split_Model""","""date""","""""",String,"""date-time""",0,[],[],fromList []
"""Save_Split_Model""","""note""","""""",String,"""""",1,[],[],fromList []
"""Save_Split_Model""","""cache_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_Invoice_Update_Model""","""invoice_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Vendor_Invoice_Update_Model""","""client_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Vendor_Invoice_Update_Model""","""invoice_total""","""""",Number,"""double""",1,[],[],fromList []
"""Vendor_Invoice_Update_Model""","""client_ndis_no""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Invoice_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_Invoice_Update_Model""","""invoice_number""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""middle_name""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""can_receive_communication""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientApplication_Update_Model""","""register_method""","""ClientRegisterMethodType""",Null,"""""",0,[],[],fromList []
"""ClientApplication_Update_Model""","""phone""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""date_of_birth""","""""",String,"""date-time""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""referral_source""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""address_suburb""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""email""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""special_consideration""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""status""","""ClientApplicationStatusType""",Null,"""""",0,[],[],fromList []
"""ClientApplication_Update_Model""","""ndis_no""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""referral""","""ClientReferralType""",Null,"""""",0,[],[],fromList []
"""ClientApplication_Update_Model""","""last_name""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientApplication_Update_Model""","""first_name""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""preferred_name""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""address_street""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""no_address""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientApplication_Update_Model""","""no_email""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientApplication_Update_Model""","""mobile""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""address_state_id""","""""",String,"""uuid""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""ClientApplication_Update_Model""","""title_id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientApplication_Update_Model""","""address_postcode""","""""",String,"""""",1,[],[],fromList []
"""UpdateHighRiskSupportItemModel""","""ndiS_Support_Item_Id""","""""",String,"""uuid""",0,[],[],fromList []
"""UpdateHighRiskSupportItemModel""","""warning""","""""",String,"""""",0,[],[],fromList []
"""CommandExecuteResult""","""resultVal""","""""",Null,"""""",1,[],[],fromList []
"""CommandExecuteResult""","""messages""","""""",Array,"""""",1,[],[],fromList []
"""CommandExecuteResult""","""success""","""""",Boolean,"""""",0,[],[],fromList []
"""CommandExecuteResult""","""domainModelId""","""IdentityBase""",Null,"""""",0,[],[],fromList []
"""CommandExecuteResult""","""errors""","""""",Array,"""""",1,[],[],fromList []
"""StaffRoleDefine_Update_Model""","""role_name""","""""",String,"""""",1,[],[],fromList []
"""StaffRoleDefine_Update_Model""","""permissions""","""StaffRole_Permissions""",Null,"""""",0,[],[],fromList []
"""StaffRoleDefine_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""StaffRoleDefine_Update_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""Invoice_Quick_Upload_Status_Model""","""status""","""InvoiceQuickUploadStatusType""",Null,"""""",0,[],[],fromList []
"""Invoice_Quick_Upload_Status_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""QuickTagUpdateItem""","""tag_name""","""""",String,"""""",1,[],[],fromList []
"""QuickTagUpdateItem""","""ids""","""""",Array,"""""",1,[],[],fromList []
"""QuickTagUpdateItem""","""tag_id""","""""",String,"""uuid""",0,[],[],fromList []
"""AIOCRRequestDTO""","""suggest""","""""",String,"""""",0,[],[],fromList []
"""AIOCRRequestDTO""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""StaffAccount_Update_Password_Model""","""staff_id""","""""",String,"""uuid""",0,[],[],fromList []
"""StaffAccount_Update_Password_Model""","""password""","""""",String,"""""",1,[],[],fromList []
"""EmailRule_Add_Model""","""emailFolderId""","""""",String,"""uuid""",1,[],[],fromList []
"""EmailRule_Add_Model""","""ruleName""","""""",String,"""""",1,[],[],fromList []
"""EmailRule_Add_Model""","""terminateIfMatch""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailRule_Add_Model""","""emailTemplateId""","""""",String,"""uuid""",1,[],[],fromList []
"""EmailRule_Add_Model""","""ruleType""","""RuleType""",Null,"""""",0,[],[],fromList []
"""EmailRule_Add_Model""","""isAIOCRCriteria""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailRule_Add_Model""","""move_connector""","""""",String,"""uuid""",1,[],[],fromList []
"""EmailRule_Add_Model""","""emailStatus""","""EmailStatus""",Null,"""""",0,[],[],fromList []
"""EmailRule_Add_Model""","""emailConnectorIds""","""""",Array,"""""",1,[],[],fromList []
"""EmailRule_Add_Model""","""expressions""","""""",Array,"""""",1,[],[],fromList []
"""EmailRule_Add_Model""","""tagId""","""""",String,"""uuid""",1,[],[],fromList []
"""VendorDomainUpdateModel""","""domain_name""","""""",String,"""""",1,[],[],fromList []
"""VendorDomainUpdateModel""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""VendorDomainUpdateModel""","""description""","""""",String,"""""",1,[],[],fromList []
"""Update_Support_Coordinator_Password_Model""","""old_password""","""""",String,"""""",1,[],[],fromList []
"""Update_Support_Coordinator_Password_Model""","""password""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""authorised_login_holder_email""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""date_last_checked""","""""",String,"""date-time""",1,[],[],fromList []
"""Vendor_Update_Model""","""payment_method""","""PaymentMethodType""",Null,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""process_payment_individually""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""auto_create_invoice_from_ai_ocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""address_email_contact""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""bank_details_bsb""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""phone""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""address_suburb""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""need_check_bankinfo""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""next_review_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Vendor_Update_Model""","""profressional_registration""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""merge_item_for_aiocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""bank_details_transfer_reference""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""ndis_provider_no""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""vendor_branch""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""vendor_name""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""report_method""","""ReportMethodType""",Null,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""address_email_for_remittance""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""registration_no""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""bank_details_acc_no""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""abn""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""gateway_access""","""""",Boolean,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_Update_Model""","""tagIds""","""""",Array,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""registration""","""VendorRegistration""",Null,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""address_street""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""need_check_duplicated_email""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""vendor_type""","""VendorType""",Null,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""ndis_is_registered""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""authorised_login_holder_position""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""bank_details_account_name""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""address_state_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_Update_Model""","""authorised_login_holder_phone""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""authorised_login_holder_name""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""other_registration""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""document_for_aiocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""auto_submit_invoice_from_ai_ocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_Model""","""address_postcode""","""""",String,"""""",1,[],[],fromList []
"""ClientPlan_Add_Model""","""claim_Limit""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientPlan_Add_Model""","""client_id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientPlan_Add_Model""","""ndis_client_plan_id""","""""",String,"""""",1,[],[],fromList []
"""ClientPlan_Add_Model""","""plan_end_date""","""""",String,"""date-time""",0,[],[],fromList []
"""ClientPlan_Add_Model""","""plan_start_date""","""""",String,"""date-time""",0,[],[],fromList []
"""ClientPlan_Add_Model""","""is_manually""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientPlan_Add_Model""","""ndis_price_type_Id""","""""",String,"""uuid""",1,[],[],fromList []
"""EmailConnector_Update_Model""","""isShowStandingAuthorityDetails""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Update_Model""","""isBulkOCR""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Update_Model""","""isAIOCR""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Update_Model""","""dailyAutoReplyMaxCount""","""""",Integer,"""int32""",0,[],[],fromList []
"""EmailConnector_Update_Model""","""isCreateInvoiceByBody""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Update_Model""","""port""","""""",Integer,"""int32""",0,[],[],fromList []
"""EmailConnector_Update_Model""","""description""","""""",String,"""""",1,[],[],fromList []
"""EmailConnector_Update_Model""","""userName""","""""",String,"""""",1,[],[],fromList []
"""EmailConnector_Update_Model""","""poP3""","""""",String,"""""",1,[],[],fromList []
"""EmailConnector_Update_Model""","""isShowAuthorizedWindow""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Update_Model""","""isCreateInvoiceByAttachment""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Update_Model""","""emailConnectorId""","""""",String,"""uuid""",0,[],[],fromList []
"""EmailConnector_Update_Model""","""name""","""""",String,"""""",1,[],[],fromList []
"""EmailConnector_Update_Model""","""password""","""""",String,"""""",1,[],[],fromList []
"""EmailConnector_Update_Model""","""emailAddress""","""""",String,"""""",1,[],[],fromList []
"""EmailConnector_Update_Model""","""isCreateBlankInvoice""","""""",Boolean,"""""",0,[],[],fromList []
"""RemoveTagToInvoiceDTO""","""invoiceIds""","""""",Array,"""""",1,[],[],fromList []
"""RemoveTagToInvoiceDTO""","""tagIds""","""""",Array,"""""",1,[],[],fromList []
"""SystemSupportLimitation_Add_Item""","""spend_limit""","""""",Number,"""double""",0,[],[],fromList []
"""SystemSupportLimitation_Add_Item""","""ndis_support_item_id""","""""",String,"""uuid""",0,[],[],fromList []
"""SystemSupportLimitation_Add_Item""","""group_id""","""""",String,"""uuid""",1,[],[],fromList []
"""SystemSupportLimitation_Add_Item""","""limit_type""","""ClientPlanSupportItemLimitType""",Null,"""""",0,[],[],fromList []
"""InvoiceDocument_Add_Model_For_Client""","""temp_file_id""","""""",String,"""""",1,[],[],fromList []
"""InvoiceDocument_Add_Model_For_Client""","""file_name""","""""",String,"""""",1,[],[],fromList []
"""InvoiceDocument_Add_Model_For_Client""","""invoice_id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientApplication_Plan_Update_Model""","""plan_consumables""","""""",Number,"""double""",1,[],[],fromList []
"""ClientApplication_Plan_Update_Model""","""plan_daily_activity""","""""",Number,"""double""",1,[],[],fromList []
"""ClientApplication_Plan_Update_Model""","""plan_transport""","""""",Number,"""double""",1,[],[],fromList []
"""ClientApplication_Plan_Update_Model""","""plan_end_date""","""""",String,"""date-time""",1,[],[],fromList []
"""ClientApplication_Plan_Update_Model""","""plan_start_date""","""""",String,"""date-time""",1,[],[],fromList []
"""ClientApplication_Plan_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientApplication_Plan_Update_Model""","""plan_participation""","""""",Number,"""double""",1,[],[],fromList []
"""GetCategoryItem""","""client_id""","""""",String,"""uuid""",0,[],[],fromList []
"""GetCategoryItem""","""initial_Amount""","""""",Number,"""double""",0,[],[],fromList []
"""GetCategoryItem""","""isDisabled_Participant_Email""","""""",Boolean,"""""",0,[],[],fromList []
"""GetCategoryItem""","""send_To_Client""","""""",Boolean,"""""",0,[],[],fromList []
"""GetCategoryItem""","""threshold_Amount""","""""",Number,"""double""",0,[],[],fromList []
"""GetCategoryItem""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""GetCategoryItem""","""isCheckEmail""","""""",Boolean,"""""",0,[],[],fromList []
"""GetCategoryItem""","""is_Core_Support_Total""","""""",Boolean,"""""",0,[],[],fromList []
"""GetCategoryItem""","""support_Item""","""""",String,"""""",1,[],[],fromList []
"""GetCategoryItem""","""send_To_Support_Coordinator""","""""",Boolean,"""""",0,[],[],fromList []
"""GetCategoryItem""","""sendTime""","""""",String,"""date-time""",1,[],[],fromList []
"""GetCategoryItem""","""threshold_Percentage""","""""",Number,"""double""",0,[],[],fromList []
"""GetCategoryItem""","""plan_id""","""""",String,"""uuid""",0,[],[],fromList []
"""GetCategoryItem""","""category_Name""","""""",String,"""""",1,[],[],fromList []
"""GetCategoryItem""","""send_To_PlanMananger""","""""",Boolean,"""""",0,[],[],fromList []
"""GetCategoryItem""","""client_Plan_Support_Item_Id""","""""",String,"""uuid""",0,[],[],fromList []
"""GetCategoryItem""","""isDisabled""","""""",Boolean,"""""",0,[],[],fromList []
"""SendCommEmailAttachment""","""title""","""""",String,"""""",1,[],[],fromList []
"""SendCommEmailAttachment""","""file_Extension_Name""","""""",String,"""""",1,[],[],fromList []
"""SendCommEmailAttachment""","""file_Size""","""""",String,"""""",1,[],[],fromList []
"""SendCommEmailAttachment""","""full_Path""","""""",String,"""""",1,[],[],fromList []
"""SendCommEmailAttachment""","""isQuickUpload""","""""",Boolean,"""""",0,[],[],fromList []
"""SendCommEmailAttachment""","""file_Path""","""""",String,"""""",1,[],[],fromList []
"""SendCommEmailAttachment""","""isFromTemp""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceCoordinatorEmail_Update_Model""","""plan_ending_reminder_90_days""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceCoordinatorEmail_Update_Model""","""standing_authority_ending_reminder_7_day""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceCoordinatorEmail_Update_Model""","""plan_ending_reminder_60_days""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceCoordinatorEmail_Update_Model""","""invoice_authorisation_request""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceCoordinatorEmail_Update_Model""","""plan_ending_reminder_30_days""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceCoordinatorEmail_Update_Model""","""standing_authority_applied""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceCoordinatorEmail_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""PreferenceCoordinatorEmail_Update_Model""","""new_standing_authority_created""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceCoordinatorEmail_Update_Model""","""support_coordinator_id""","""""",String,"""uuid""",0,[],[],fromList []
"""PreferenceCoordinatorEmail_Update_Model""","""invoice_has_been_processed""","""""",Boolean,"""""",0,[],[],fromList []
"""User_PasswordReset_Model""","""email""","""""",String,"""""",1,[],[],fromList []
"""ListModel""","""received_Date""","""""",String,"""date-time""",0,[],[],fromList []
"""ListModel""","""amount""","""""",Number,"""double""",0,[],[],fromList []
"""ListModel""","""fund_No""","""""",String,"""""",1,[],[],fromList []
"""ListModel""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""ListModel""","""reconciliationId""","""""",String,"""uuid""",1,[],[],fromList []
"""ListModel""","""fund_Type""","""FundTypeEnum""",Null,"""""",0,[],[],fromList []
"""ListModel""","""description""","""""",String,"""""",1,[],[],fromList []
"""ListModel""","""fund_Source_Type""","""FundSourceType""",Null,"""""",0,[],[],fromList []
"""SupportCoordinator_Update_Model""","""address_office""","""""",String,"""""",1,[],[],fromList []
"""SupportCoordinator_Update_Model""","""contact_number""","""""",String,"""""",1,[],[],fromList []
"""SupportCoordinator_Update_Model""","""email""","""""",String,"""""",1,[],[],fromList []
"""SupportCoordinator_Update_Model""","""last_name""","""""",String,"""""",1,[],[],fromList []
"""SupportCoordinator_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""SupportCoordinator_Update_Model""","""first_name""","""""",String,"""""",1,[],[],fromList []
"""SupportCoordinator_Update_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""SupportCoordinator_Update_Model""","""title_id""","""""",String,"""uuid""",0,[],[],fromList []
"""UpdateFeeField""","""fieldName""","""""",String,"""""",1,[],[],fromList []
"""UpdateFeeField""","""invoice_id""","""""",String,"""uuid""",0,[],[],fromList []
"""UpdateFeeField""","""value""","""""",String,"""""",1,[],[],fromList []
"""CRMNoteHistory_Update_Model""","""note_appendedcontent""","""""",String,"""""",1,[],[],fromList []
"""CRMNoteHistory_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""CRMNoteHistory_Update_Model""","""staff_id""","""""",String,"""uuid""",0,[],[],fromList []
"""CRMNoteHistory_Update_Model""","""note_updatedcontent""","""""",String,"""""",1,[],[],fromList []
"""CRMNoteHistory_Update_Model""","""note_id""","""""",String,"""uuid""",0,[],[],fromList []
"""SupportCoordinator_User_Update_Account_Model""","""registeredWay""","""RegisteredType""",Null,"""""",0,[],[],fromList []
"""SupportCoordinator_User_Update_Account_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientContact_Update_Model""","""client_id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientContact_Update_Model""","""contact_number""","""""",String,"""""",1,[],[],fromList []
"""ClientContact_Update_Model""","""other_relationship""","""""",String,"""""",1,[],[],fromList []
"""ClientContact_Update_Model""","""invoice_authorisor""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientContact_Update_Model""","""email""","""""",String,"""""",1,[],[],fromList []
"""ClientContact_Update_Model""","""last_name""","""""",String,"""""",1,[],[],fromList []
"""ClientContact_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientContact_Update_Model""","""level""","""""",Integer,"""int32""",1,[],[],fromList []
"""ClientContact_Update_Model""","""first_name""","""""",String,"""""",1,[],[],fromList []
"""ClientContact_Update_Model""","""relationship_id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientContact_Update_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""ClientContact_Update_Model""","""title_id""","""""",String,"""uuid""",0,[],[],fromList []
"""AddARandomInvoice_Model""","""payment_batch_name""","""""",String,"""""",1,[],[],fromList []
"""AddARandomInvoice_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""DetailsAndClaimModelForFA""","""invoice_item_List""","""""",Array,"""""",1,[],[],fromList []
"""DetailsAndClaimModelForFA""","""invoice_item""","""DeatilsModelForFundingAdjustment""",Null,"""""",0,[],[],fromList []
"""ProxyLoginModel""","""agent_to_user_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Invoice_Transfer_Model""","""client_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Invoice_Transfer_Model""","""requestNumbers""","""""",Array,"""""",1,[],[],fromList []
"""Invoice_Transfer_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""AdminFeeItem_BulkUpdateModel""","""support_end_date""","""""",String,"""date-time""",1,[],[],fromList []
